R2	Explained Variance	RMSE	MAE
-0.020836493680807644	-0.018811470604197966	1.0721621283255243	0.6556796333085284
-0.04897884951460041	0.04982389458731362	1.025233799345637	0.806642676880304
-0.09199100673794192	-0.01934447828850283	1.0216839670247366	0.8790366751448163
-0.2871393644976894	-0.10611559826472017	1.0353789304281473	0.8052445021279644
0.05469456772192105	0.05488483985707582	0.8743336366898173	0.6092587908993945
0.009028274059249441	0.027975786797619806	1.1596548546692145	0.7484678500322735
-0.6121825219938339	-0.2129977218729211	0.9417884402672329	0.6978006215585582
-0.057160916008156315	0.006133926855913963	0.971240761020712	0.7719189968584111
-0.005844593656041397	-0.00468578776586015	0.9423885617349331	0.8965435569756297
-0.022840478023133715	-0.01710016458769159	0.8919529323333287	0.6884055581567815
-0.09056477479264768	-0.020519455460348723	0.9795053307534634	0.8317072358735393
-0.01320719737699183	-0.010847772607772477	1.070371910480503	0.7500851072679477
0.0019212074071968122	0.006296503538211984	1.0745293611348403	0.7520663986691096
0.09731796356416555	0.10086058375422668	0.731139176953312	0.568849747707285
-0.17114457196145927	-0.041063206764788474	1.0522719564002754	0.8580188224929688
-0.0015107403179301926	0.02950457690425734	1.0422158896566955	0.8048965583332637
0.01228518213882035	0.018479029202497332	1.1108429381365748	0.7975952033302101
-0.0188995913272596	-0.010252903208873176	1.0485916950302054	0.7028906967079467
-0.0067144413669386616	-0.006662652382846357	1.0034281904037203	0.6005757455131324
-0.056775540662485025	-0.015582146280008535	1.0582285480534364	0.7303838831678876
-0.012994869091375039	0.010244637684851954	1.0088483129319916	0.8262899089468563
-0.06938981239109054	-0.036992669057395844	0.9541383668661355	0.6313180526982531
-0.07355282267431473	-0.0482953907058945	1.2188506447764045	0.8021306861055935
0.05973515175588373	0.06009304695015916	0.9539495158432582	0.5559628209363208
-0.07614675029947104	0.0035435333365037014	0.9031233332562997	0.5548890442173836
-0.4244151220901615	-0.061819511706005414	0.9308882640966585	0.4910381462013549
-0.05597208850953117	-0.03594729471147917	0.8876969975150658	0.7815427881971845
-0.2362154020646714	-0.06919791401375286	0.8920626388381704	0.6583758872204566
-0.0871483067914991	-0.0491798993412178	1.103890472317274	0.8658551377550611
0.01450245135229944	0.01871966760351018	1.0039058353929897	0.48660967547183037
-0.08588877140966322	-0.0012494017108464206	1.1182435850456944	0.7278562849166927
0.05064985691645796	0.050913595028228675	0.8338538625290711	0.4980634774601287
-0.01921825244661335	-0.00018350043806725225	0.9903053291373674	0.7658125517878489
-0.03729656839283413	0.029398238787416542	0.8835909028906725	0.6943619081423633
0.06255608141262203	0.07447153670879925	1.012067139926624	0.7255326308489509
-0.1300666910831918	-0.03264265725841353	0.9024639962639931	0.5649187764416919
-0.47525818185826507	-0.06003436839392173	0.9097345717496397	0.6872521740690717
-0.16246954667345204	-0.05607382852680698	1.0412522575415901	0.7599762027733592
-0.05370689587841371	-0.035761186511967136	1.1133631948586185	0.753137176563181
0.16987672121996766	0.17246146686296138	0.8698217663938989	0.6809058843169169
0.06206781796097982	0.077689222485131	0.9509601261510634	0.824779229225024
-0.2645691601838247	-0.050548908836911544	0.9461817649848554	0.8594108538037006
-0.0497393192948401	-0.03924717684958412	0.9205226583244737	0.5789938936847565
-0.020260138351724466	-0.0019197328691020754	0.9189926427651773	0.5382340126661693
-0.22489820762281587	-0.1481463977166273	1.0074216164419671	0.7283612889544019
-0.11542919681594	-0.09785003812202353	0.9179965721530357	0.6471783371461741
-0.03999382015284447	-0.03585612285060713	1.0636844589621524	0.7205213182596599
0.054466107415055975	0.056283544629441185	1.2432638363244306	0.8652984054578654
0.07778364647493785	0.07788960508552867	1.2284663219922127	1.0974533373713902
-0.06229119546996076	-0.03488692770495927	1.111117952971444	0.8633753211988322
-0.14735834844463724	-0.012120824622247284	1.0692537728699232	0.8332079518450344
0.15996743133339364	0.16885140958677414	0.9173355399984218	0.5954167907836971
-0.13880290461577038	-0.07242071412785789	1.2343501243070227	0.9501264788389869
0.03609361500196695	0.04055686459573704	1.2276177150019214	0.7172010095609538
-0.06462960557807129	-0.05657458734480425	0.8142676789972223	0.5475358517660014
-0.04059403863811917	0.054451381739214266	1.1932659639419678	1.0748350419283577
-0.00882736194329814	-0.008128785456219978	0.9001719775130116	0.6710366632377929
-0.18669326568154765	-0.11327372338650976	1.0238927088217094	0.683993737150813
-0.06927562295142065	-0.042616004102862926	1.1360686215473086	1.044870536983054
-0.1854006067800129	-0.09123452817078648	0.9596214851279508	0.8647036644682751
-0.030120949609333314	-0.021500167877346987	0.9583196644621462	0.7644003655350036
-0.026244457047022607	0.02628221960983057	1.1450668575698375	0.8601805143980419
-0.01735441862021858	-0.01709280735127705	1.0166825940922808	0.7288433263786891
-0.07984148851902928	-0.05134027622253967	0.9371865781019448	0.6346570604342595
-0.0905460250560115	-0.05004558487725075	1.172714783469182	0.6607429091235908
-0.2281254724254551	-0.07026201565064505	0.9916898092668877	0.5378339646372752
-0.04872419730110522	-0.027311179698372046	0.9335708701371193	0.6657274867798851
0.030593415592220174	0.03193140469236533	1.028761755578162	0.6260145176066005
-0.09162617916943105	-0.07896426555849412	0.9231651531736141	0.754403884699289
0.05011465229762846	0.05359405357469782	1.0250901542835964	0.5424462067396472
-0.1136989103132433	-0.023571607341447143	0.9704647599815266	0.7854652799845405
-0.12049624636012268	-0.09063646170599804	0.8802985051123364	0.5877665306961364
-0.0882632329744284	0.035480670744587495	1.0523096340476359	0.7177240598681762
-0.07671492544268599	-0.011328831599950462	1.083779698921579	0.778623829533244
-0.01614313789963595	-0.016047550030741986	0.8560199786008985	0.7191173401482891
0.04689360976305401	0.04815089982903653	1.0803865679593123	0.618147534073947
-0.003994342449980426	-0.002623163666185313	1.0967756955728831	0.6844486896297248
-0.08453757489724567	-0.02688258435271007	0.9337275813460233	0.7549710192094761
0.010910305146235366	0.03273078346037339	0.9664038381825362	0.667183081556941
-0.026070374602813917	-0.011502702468033199	1.1009991365583611	0.6838651466978634
-0.013861375003847876	0.011039271725905353	1.0591794342123533	0.771658669163371
-0.568092797479252	-0.2683629556086009	0.973639797728897	0.699685888829652
-0.06813776163524166	-0.04869606205729915	0.9491130895332994	0.7691768563298884
-0.1229991278624607	-0.03724176307649785	1.0067467504994474	0.610524925175888
-0.3363113418196366	-0.05637309460383633	1.0241777431950148	0.765754804183375
-0.11931560680690168	-0.046691925037107174	0.9482457526286369	0.7000660548695186
-0.0006142827361719227	0.003856869908974603	1.0046244587812774	0.8036841766243641
-0.07363448552960317	-0.023058544780879764	1.2044214536497138	0.8974058427096077
-0.13618562891897312	-0.1066217518018655	1.0668331808276268	0.8427729275830578
-0.30901619250486534	-0.08207094332975284	1.1891892386190772	0.9042420337685206
0.028564872254891904	0.031149174808681512	1.201667505223439	0.7860881836904399
-0.11099823544948229	-0.05782729414983101	0.9977103743239295	0.6435704679979197
-0.10867189796697341	-0.030396533266923598	1.0523071716122603	0.6353014266996089
-0.027985715233242336	-0.009134623027320599	1.1464436639850033	0.7094061378738197
-0.436683371362121	-0.16432243301584393	0.9408506794454183	0.5057519687941944
0.010459350853237681	0.013006867294269586	1.1047055605316085	0.7401598312269169
-0.10618257257311514	-0.023522758891118656	0.9527139828457756	0.715042155923007
-0.15598665864317685	-0.12406113590631418	0.7979654623636547	0.6522194102310578
-0.226351311012571	-0.06427492729752515	1.0965352418040806	0.7904614605189033
-0.042488852712413205	-0.03207641635321834	1.1045750369797511	0.6679814804080322
