R2	Explained Variance	RMSE	MAE
-0.02910623116390254	-0.029001099631426497	0.6450725250172715	0.36224093451291267
-0.12198778196368254	-0.10198022373880256	0.6306697611996179	0.36205388501597463
0.03657015818677967	0.04137903513144825	0.7231795555168228	0.42380893105137474
0.043405929710376934	0.07027160469109828	0.6905563158650945	0.44693862703513265
-0.16907583792963532	-0.16089454760988753	0.660325737836791	0.44922204293839063
0.05763644048306771	0.05847678554906943	0.6038284907213999	0.39118595725573924
-0.02259392082762557	-0.02228749340615832	0.7243041090747833	0.44179670367309687
-0.1393372775676307	-0.08868880941695911	0.8350667900424172	0.47161983912440403
-0.05236399574495176	-0.019674667079442543	0.712506203984859	0.4188446910633467
-0.05165917189868696	-0.03820360966577585	0.7650640300118036	0.3844960966455252
0.07622256462068688	0.07743709655054254	0.5816393465255486	0.4173602462998933
-0.07114864302707113	-0.04667558659567517	0.7241755822298338	0.37012674774409804
0.05637814759218418	0.09013756474789425	0.5646446162146718	0.36190833612352724
0.13922202952215468	0.14066490694691813	0.6122360191537599	0.36989111127852864
0.030296587339955883	0.04013478416890581	0.6404085034880318	0.38736766482029655
0.005162814021872242	0.014954524704880567	0.6188249058124066	0.26977163333122006
0.004310575762118796	0.032344810930691636	0.729879308814721	0.4153769433020163
-0.03476752236814162	-0.019637674368454983	0.6054236427615819	0.2592314490892808
-0.25674304830235295	-0.2310331332208686	0.6562983856115969	0.3834128912784067
-0.09574359648457453	0.0222900652100535	0.7271447292804949	0.4005335401094871
-0.05290065274979261	-0.027230687118849906	0.761910893970548	0.4913960712638373
-0.10671290714825665	-0.03811999159191526	0.8395121398204274	0.4317286277475895
-0.05464667149176594	-0.02045369621808235	0.6511930470131757	0.34798102866698083
-0.10324803657947856	-0.05915139129840696	0.7703035808448123	0.3282220845182148
0.0014094329338214528	0.002085194047067418	0.7895560675130572	0.41863551743985933
-0.025408432329157682	-0.010624079418465326	0.6662745795500439	0.3690263559250175
-0.043560565571428844	-0.0412213015274272	0.6180056451637306	0.3871469102010526
-0.05391127064959478	-0.01427919314524928	0.7368936968155642	0.4299711140606028
0.017016812001969583	0.029430090696344502	0.609865432285718	0.3064500082488005
-0.08683946151812472	-0.06500195298788136	0.6880881186476566	0.35934293665684364
-0.024436716050507234	-0.024291177146390952	0.5949551895637528	0.30154199242926927
-0.03637043819898178	-0.0176118375275931	0.6707487811954275	0.3319580218564443
-0.11060041370423113	-0.07185790130446379	0.6033111843462252	0.3539597887725176
-0.05775078590879601	-0.02143937121545947	0.7538003244361826	0.41704721687351853
-0.227318665238752	-0.1806023985755465	0.7003460697343554	0.38723418667114196
-0.024356849966101102	-0.021755271639978924	0.6634299910655415	0.2759920151186502
-0.15244874871869318	-0.13823191440129667	0.6411304458940721	0.36349763769103405
-0.020282656059048554	-0.008220503510004917	0.7668665509010476	0.3591966232240057
0.02541358443677666	0.03169515769175868	0.7830384674903984	0.45872247997117904
-0.02447354645315869	-0.011039688391836888	0.7354120940194396	0.40229383969787164
0.04164526477483366	0.06237809061439037	0.637799754816952	0.283271268895869
-0.0632226927094357	0.0056304240194825494	0.7684203217839579	0.3226232772512285
-0.045933504968193706	-0.04366535599722976	0.6936859169524445	0.3779028482326584
0.065749730795442	0.06797665977440515	0.5666971895936206	0.35011056890853376
-0.0833768416438827	-0.04731362959309471	0.8088195584574117	0.40991327499432223
-0.061029113370376864	-0.047764766798046754	0.7400391949350743	0.4387605939103014
0.1010802371119981	0.10209518845873589	0.5769850563497295	0.3236835517893831
-0.06333092649410998	-0.029602230932907814	0.7296911430137897	0.41494209481381217
0.007380608585784931	0.008486022761773016	0.48503305318775775	0.25272905122885164
-0.13125573188318995	-0.06400695106518373	0.8185281272472564	0.43629526335814284
-0.09488598505639123	-0.08136136932183446	0.8480651597799953	0.5935350643607648
-0.036832886492224715	-0.012198343043870796	0.6904737241532284	0.39161473601366104
0.0682715411860304	0.06850389407750468	0.6345754700488103	0.3818182204724918
0.04399194329500655	0.046002429430169745	0.6297595630578813	0.3770351849846342
-0.021529114700700624	-0.020745654677239767	0.6713039443815648	0.38322797718222656
-0.06118899793768917	-0.03487854762264453	0.6154289349730064	0.3687608617496781
-0.08647220654493082	-0.026490589285299126	0.67863003997774	0.37598384549419156
0.029779903281836884	0.044401365156776285	0.6258676914104333	0.4377857931090403
0.05252454552839314	0.05367072844609255	0.7813112526424949	0.3273259510101961
-0.1209686971648345	-0.08057251833689882	0.6471919989084577	0.41033773697105075
